Sample Number (10000 samples per second),GAP (),LRERR (),OUTPUT (),LFTSPEED (),RGTSPEED ()
6503,183.0,-83.0,101.2,161.0,-41.0
6504,184.0,-84.0,101.2,161.0,-41.0
6505,176.0,-76.0,101.2,161.0,-41.0
6506,176.0,-76.0,101.2,161.0,-41.0
6507,170.0,-70.0,101.2,161.0,-41.0
6508,167.0,-67.0,101.2,161.0,-41.0
6509,164.0,-64.0,101.2,161.0,-41.0
6510,162.0,-62.0,101.2,161.0,-41.0
6511,159.0,-59.0,101.2,161.0,-41.0
6512,156.0,-56.0,101.2,161.0,-41.0
6513,154.0,-54.0,82.09,142.0,-22.0
6514,154.0,-54.0,82.09,142.0,-22.0
6515,149.0,-49.0,82.09,142.0,-22.0
6516,150.0,-50.0,82.09,142.0,-22.0
6517,146.0,-46.0,82.09,142.0,-22.0
6518,145.0,-45.0,82.09,142.0,-22.0
6519,140.0,-40.0,82.09,142.0,-22.0
6520,139.0,-39.0,82.09,142.0,-22.0
6521,136.0,-36.0,82.09,142.0,-22.0
6522,135.0,-35.0,86.24,146.0,-26.0
6523,135.0,-35.0,86.24,146.0,-26.0
6524,137.0,-37.0,86.24,146.0,-26.0
6525,136.0,-36.0,86.24,146.0,-26.0
6526,138.0,-38.0,86.24,146.0,-26.0
6527,135.0,-35.0,86.24,146.0,-26.0
6528,138.0,-38.0,86.24,146.0,-26.0
6529,136.0,-36.0,86.24,146.0,-26.0
6530,137.0,-37.0,86.24,146.0,-26.0
6531,140.0,-40.0,86.24,146.0,-26.0
6532,142.0,-42.0,86.24,146.0,-26.0
6533,145.0,-45.0,86.24,146.0,-26.0
6534,155.0,-55.0,86.24,146.0,-26.0
6535,159.0,-59.0,86.24,146.0,-26.0
6536,158.0,-58.0,86.24,146.0,-26.0
6537,165.0,-65.0,86.24,146.0,-26.0
6538,167.0,-67.0,86.24,146.0,-26.0
6539,175.0,-75.0,86.24,146.0,-26.0
6540,178.0,-78.0,86.24,146.0,-26.0
6541,183.0,-83.0,86.24,146.0,-26.0
6542,187.0,-87.0,86.24,146.0,-26.0
6543,195.0,-95.0,86.24,146.0,-26.0
6544,196.0,-96.0,86.24,146.0,-26.0
6545,199.0,-99.0,86.24,146.0,-26.0
6546,197.0,-97.0,86.24,146.0,-26.0
6547,191.0,-91.0,94.78,154.0,-34.0
6548,183.0,-83.0,94.78,154.0,-34.0
6549,165.0,-65.0,94.78,154.0,-34.0
6550,141.0,-41.0,94.78,154.0,-34.0
6551,117.0,-17.0,94.78,154.0,-34.0
6552,95.0,5.0,94.78,-34.0,154.0
6553,78.0,22.0,94.78,-34.0,154.0
6554,64.0,36.0,94.78,-34.0,154.0
6555,49.0,51.0,94.78,-34.0,154.0
6556,43.0,57.0,94.78,-34.0,154.0
6557,39.0,61.0,94.78,-34.0,154.0
6558,41.0,59.0,94.78,-34.0,154.0
6559,42.0,58.0,94.78,-34.0,154.0
6560,44.0,56.0,94.78,-34.0,154.0
6561,43.0,57.0,94.78,-34.0,154.0
6562,46.0,54.0,94.78,-34.0,154.0
6563,52.0,48.0,94.78,-34.0,154.0
6564,58.0,42.0,94.78,-34.0,154.0
6565,71.0,29.0,94.78,-34.0,154.0
6566,79.0,21.0,94.78,-34.0,154.0
6567,95.0,5.0,94.78,-34.0,154.0
6568,105.0,-5.0,94.78,154.0,-34.0
6569,114.0,-14.0,94.78,154.0,-34.0
6570,136.0,-36.0,94.78,154.0,-34.0
6571,154.0,-54.0,85.49,145.0,-25.0
6572,170.0,-70.0,85.49,145.0,-25.0
6573,186.0,-86.0,85.49,145.0,-25.0
6574,201.0,-101.0,85.49,145.0,-25.0
6575,208.0,-108.0,85.49,145.0,-25.0
6576,217.0,-117.0,85.49,145.0,-25.0
6577,225.0,-125.0,85.49,145.0,-25.0
6578,233.0,-133.0,85.49,145.0,-25.0
6579,233.0,-133.0,85.49,145.0,-25.0
6580,235.0,-135.0,85.49,145.0,-25.0
6581,240.0,-140.0,85.49,145.0,-25.0
6582,241.0,-141.0,85.49,145.0,-25.0
6583,235.0,-135.0,85.49,145.0,-25.0
6584,229.0,-129.0,85.49,145.0,-25.0
6585,234.0,-134.0,85.49,145.0,-25.0
6586,239.0,-139.0,85.49,145.0,-25.0
6587,241.0,-141.0,85.49,145.0,-25.0
6588,242.0,-142.0,85.49,145.0,-25.0
6589,239.0,-139.0,85.49,145.0,-25.0
6590,243.0,-143.0,85.49,145.0,-25.0
6591,240.0,-140.0,85.49,145.0,-25.0
6592,237.0,-137.0,85.49,145.0,-25.0
6593,241.0,-141.0,99.36,159.0,-39.0
6594,236.0,-136.0,99.36,159.0,-39.0
6595,239.0,-139.0,99.36,159.0,-39.0
6596,238.0,-138.0,99.36,159.0,-39.0
6597,238.0,-138.0,99.36,159.0,-39.0
6598,233.0,-133.0,99.36,159.0,-39.0
6599,235.0,-135.0,99.36,159.0,-39.0
6600,232.0,-132.0,99.36,159.0,-39.0
6601,231.0,-131.0,99.36,159.0,-39.0
6602,236.0,-136.0,99.36,159.0,-39.0
6603,231.0,-131.0,99.36,159.0,-39.0
6604,226.0,-126.0,99.36,159.0,-39.0
6605,223.0,-123.0,99.36,159.0,-39.0
6606,211.0,-111.0,99.36,159.0,-39.0
6607,210.0,-110.0,99.36,159.0,-39.0
6608,210.0,-110.0,99.36,159.0,-39.0
6609,207.0,-107.0,99.36,159.0,-39.0
6610,206.0,-106.0,99.36,159.0,-39.0
6611,208.0,-108.0,99.36,159.0,-39.0
6612,211.0,-111.0,99.36,159.0,-39.0
6613,210.0,-110.0,99.36,159.0,-39.0
6614,203.0,-103.0,99.36,159.0,-39.0
6615,210.0,-110.0,87.78,147.0,-27.0
6616,207.0,-107.0,87.78,147.0,-27.0
6617,205.0,-105.0,87.78,147.0,-27.0
6618,196.0,-96.0,87.78,147.0,-27.0
6619,197.0,-97.0,87.78,147.0,-27.0
6620,195.0,-95.0,87.78,147.0,-27.0
6621,198.0,-98.0,87.78,147.0,-27.0
6622,191.0,-91.0,87.78,147.0,-27.0
6623,194.0,-94.0,87.78,147.0,-27.0
6624,189.0,-89.0,87.78,147.0,-27.0
6625,188.0,-88.0,87.78,147.0,-27.0
6626,182.0,-82.0,87.78,147.0,-27.0
6627,182.0,-82.0,87.78,147.0,-27.0
6628,171.0,-71.0,87.78,147.0,-27.0
6629,170.0,-70.0,87.78,147.0,-27.0
6630,166.0,-66.0,87.78,147.0,-27.0
6631,162.0,-62.0,87.78,147.0,-27.0
6632,157.0,-57.0,87.78,147.0,-27.0
6633,153.0,-53.0,87.78,147.0,-27.0
6634,149.0,-49.0,87.78,147.0,-27.0
6635,144.0,-44.0,87.78,147.0,-27.0
6636,140.0,-40.0,87.78,147.0,-27.0
6637,136.0,-36.0,87.78,147.0,-27.0
6638,135.0,-35.0,82.97,142.0,-22.0
6639,133.0,-33.0,82.97,142.0,-22.0
6640,126.0,-26.0,82.97,142.0,-22.0
6641,121.0,-21.0,82.97,142.0,-22.0
6642,121.0,-21.0,82.97,142.0,-22.0
6643,116.0,-16.0,82.97,142.0,-22.0
6644,117.0,-17.0,82.97,142.0,-22.0
6645,111.0,-11.0,82.97,142.0,-22.0
6646,106.0,-6.0,82.97,142.0,-22.0
6647,102.0,-2.0,82.97,142.0,-22.0
6648,96.0,4.0,82.97,-22.0,142.0
6649,97.0,3.0,82.97,-22.0,142.0
6650,88.0,12.0,82.97,-22.0,142.0
6651,87.0,13.0,82.97,-22.0,142.0
6652,86.0,14.0,82.97,-22.0,142.0
6653,90.0,10.0,82.97,-22.0,142.0
6654,90.0,10.0,82.97,-22.0,142.0
6655,89.0,11.0,82.97,-22.0,142.0
6656,91.0,9.0,82.97,-22.0,142.0
6657,97.0,3.0,82.97,-22.0,142.0
6658,103.0,-3.0,82.97,142.0,-22.0
6659,113.0,-13.0,82.97,142.0,-22.0
6660,128.0,-28.0,82.97,142.0,-22.0
6661,143.0,-43.0,82.97,142.0,-22.0
6662,157.0,-57.0,93.28,153.0,-33.0
6663,167.0,-67.0,93.28,153.0,-33.0
6664,180.0,-80.0,93.28,153.0,-33.0
6665,189.0,-89.0,93.28,153.0,-33.0
6666,198.0,-98.0,93.28,153.0,-33.0
6667,214.0,-114.0,93.28,153.0,-33.0
6668,224.0,-124.0,93.28,153.0,-33.0
6669,241.0,-141.0,93.28,153.0,-33.0
6670,248.0,-148.0,93.28,153.0,-33.0
6671,255.0,-155.0,93.28,153.0,-33.0
6672,259.0,-159.0,93.28,153.0,-33.0
6673,259.0,-159.0,93.28,153.0,-33.0
6674,254.0,-154.0,93.28,153.0,-33.0
6675,253.0,-153.0,93.28,153.0,-33.0
6676,252.0,-152.0,93.28,153.0,-33.0
6677,249.0,-149.0,93.28,153.0,-33.0
6678,242.0,-142.0,93.28,153.0,-33.0
6679,237.0,-137.0,93.28,153.0,-33.0
6680,231.0,-131.0,93.28,153.0,-33.0
6681,226.0,-126.0,93.28,153.0,-33.0
6682,220.0,-120.0,93.28,153.0,-33.0
6683,217.0,-117.0,93.28,153.0,-33.0
6684,208.0,-108.0,97.21,157.0,-37.0
6685,201.0,-101.0,97.21,157.0,-37.0
6686,198.0,-98.0,97.21,157.0,-37.0
6687,194.0,-94.0,97.21,157.0,-37.0
6688,193.0,-93.0,97.21,157.0,-37.0
6689,186.0,-86.0,97.21,157.0,-37.0
6690,185.0,-85.0,97.21,157.0,-37.0
6691,181.0,-81.0,97.21,157.0,-37.0
6692,171.0,-71.0,97.21,157.0,-37.0
6693,165.0,-65.0,97.21,157.0,-37.0
6694,159.0,-59.0,97.21,157.0,-37.0
6695,156.0,-56.0,97.21,157.0,-37.0
6696,150.0,-50.0,97.21,157.0,-37.0
6697,151.0,-51.0,97.21,157.0,-37.0
6698,148.0,-48.0,97.21,157.0,-37.0
6699,146.0,-46.0,97.21,157.0,-37.0
6700,144.0,-44.0,97.21,157.0,-37.0
6701,141.0,-41.0,97.21,157.0,-37.0
6702,142.0,-42.0,97.21,157.0,-37.0
6703,144.0,-44.0,97.21,157.0,-37.0
6704,142.0,-42.0,97.21,157.0,-37.0
6705,140.0,-40.0,97.21,157.0,-37.0
6706,135.0,-35.0,97.21,157.0,-37.0
6707,136.0,-36.0,84.53,144.0,-24.0
6708,133.0,-33.0,91.73,151.0,-31.0
6709,134.0,-34.0,91.73,151.0,-31.0
6710,133.0,-33.0,91.73,151.0,-31.0
6711,135.0,-35.0,91.73,151.0,-31.0
6712,135.0,-35.0,91.73,151.0,-31.0
6713,134.0,-34.0,91.73,151.0,-31.0
6714,134.0,-34.0,91.73,151.0,-31.0
6715,135.0,-35.0,91.73,151.0,-31.0
6716,135.0,-35.0,91.73,151.0,-31.0
6717,138.0,-38.0,91.73,151.0,-31.0
6718,135.0,-35.0,91.73,151.0,-31.0
6719,141.0,-41.0,91.73,151.0,-31.0
6720,141.0,-41.0,91.73,151.0,-31.0
6721,148.0,-48.0,91.73,151.0,-31.0
6722,153.0,-53.0,91.73,151.0,-31.0
6723,157.0,-57.0,91.73,151.0,-31.0
6724,157.0,-57.0,91.73,151.0,-31.0
6725,158.0,-58.0,91.73,151.0,-31.0
6726,165.0,-65.0,91.73,151.0,-31.0
6727,168.0,-68.0,91.73,151.0,-31.0
6728,174.0,-74.0,91.73,151.0,-31.0
6729,184.0,-84.0,91.73,151.0,-31.0
6730,189.0,-89.0,91.73,151.0,-31.0
6731,200.0,-100.0,91.73,151.0,-31.0
6732,206.0,-106.0,91.73,151.0,-31.0
6733,215.0,-115.0,101.59,161.0,-41.0
6734,220.0,-120.0,101.59,161.0,-41.0
6735,219.0,-119.0,101.59,161.0,-41.0
6736,212.0,-112.0,101.59,161.0,-41.0
6737,202.0,-102.0,101.59,161.0,-41.0
6738,191.0,-91.0,101.59,161.0,-41.0
6739,180.0,-80.0,101.59,161.0,-41.0
6740,170.0,-70.0,101.59,161.0,-41.0
6741,162.0,-62.0,101.59,161.0,-41.0
6742,153.0,-53.0,101.59,161.0,-41.0
6743,144.0,-44.0,101.59,161.0,-41.0
6744,134.0,-34.0,101.59,161.0,-41.0
6745,123.0,-23.0,101.59,161.0,-41.0
6746,114.0,-14.0,101.59,161.0,-41.0
6747,102.0,-2.0,101.59,161.0,-41.0
6748,87.0,13.0,101.59,-41.0,161.0
6749,71.0,29.0,101.59,-41.0,161.0
6750,57.0,43.0,101.59,-41.0,161.0
6751,48.0,52.0,101.59,-41.0,161.0
6752,36.0,64.0,101.59,-41.0,161.0
6753,32.0,68.0,101.59,-41.0,161.0
6754,28.0,72.0,101.59,-41.0,161.0
6755,24.0,76.0,72.44,-12.0,132.0
6756,29.0,71.0,72.44,-12.0,132.0
6757,34.0,66.0,72.44,-12.0,132.0
6758,34.0,66.0,72.44,-12.0,132.0
6759,43.0,57.0,72.44,-12.0,132.0
6760,45.0,55.0,72.44,-12.0,132.0
6761,55.0,45.0,72.44,-12.0,132.0
6762,62.0,38.0,72.44,-12.0,132.0
6763,72.0,28.0,72.44,-12.0,132.0
6764,81.0,19.0,72.44,-12.0,132.0
6765,94.0,6.0,72.44,-12.0,132.0
6766,109.0,-9.0,72.44,132.0,-12.0
6767,124.0,-24.0,72.44,132.0,-12.0
6768,148.0,-48.0,72.44,132.0,-12.0
6769,158.0,-58.0,72.44,132.0,-12.0
6770,178.0,-78.0,72.44,132.0,-12.0
6771,195.0,-95.0,72.44,132.0,-12.0
6772,207.0,-107.0,72.44,132.0,-12.0
6773,220.0,-120.0,72.44,132.0,-12.0
6774,232.0,-132.0,72.44,132.0,-12.0
6775,233.0,-133.0,72.44,132.0,-12.0
6776,236.0,-136.0,72.44,132.0,-12.0
6777,231.0,-131.0,72.44,132.0,-12.0
6778,230.0,-130.0,72.44,132.0,-12.0
6779,232.0,-132.0,115.0,174.0,-54.0
6780,234.0,-134.0,115.0,174.0,-54.0
6781,232.0,-132.0,115.0,174.0,-54.0
6782,227.0,-127.0,115.0,174.0,-54.0
6783,230.0,-130.0,115.0,174.0,-54.0
6784,227.0,-127.0,115.0,174.0,-54.0
6785,221.0,-121.0,115.0,174.0,-54.0
6786,217.0,-117.0,115.0,174.0,-54.0
6787,214.0,-114.0,115.0,174.0,-54.0
6788,210.0,-110.0,115.0,174.0,-54.0
6789,209.0,-109.0,115.0,174.0,-54.0
6790,204.0,-104.0,115.0,174.0,-54.0
6791,202.0,-102.0,115.0,174.0,-54.0
6792,194.0,-94.0,115.0,174.0,-54.0
6793,188.0,-88.0,115.0,174.0,-54.0
6794,185.0,-85.0,115.0,174.0,-54.0
6795,174.0,-74.0,115.0,174.0,-54.0
6796,170.0,-70.0,115.0,174.0,-54.0
6797,164.0,-64.0,115.0,174.0,-54.0
6798,161.0,-61.0,115.0,174.0,-54.0
6799,150.0,-50.0,115.0,174.0,-54.0
6800,151.0,-51.0,115.0,174.0,-54.0
6801,138.0,-38.0,84.2,144.0,-24.0
6802,135.0,-35.0,84.2,144.0,-24.0
6803,131.0,-31.0,84.2,144.0,-24.0
6804,125.0,-25.0,84.2,144.0,-24.0
6805,122.0,-22.0,84.2,144.0,-24.0
6806,112.0,-12.0,84.2,144.0,-24.0
6807,105.0,-5.0,84.2,144.0,-24.0
6808,99.0,1.0,84.2,-24.0,144.0
6809,94.0,6.0,84.2,-24.0,144.0
6810,89.0,11.0,84.2,-24.0,144.0
6811,84.0,16.0,84.2,-24.0,144.0
6812,84.0,16.0,84.2,-24.0,144.0
6813,79.0,21.0,84.2,-24.0,144.0
6814,72.0,28.0,84.2,-24.0,144.0
6815,72.0,28.0,84.2,-24.0,144.0
6816,74.0,26.0,84.2,-24.0,144.0
6817,72.0,28.0,84.2,-24.0,144.0
6818,71.0,29.0,84.2,-24.0,144.0
6819,77.0,23.0,84.2,-24.0,144.0
6820,82.0,18.0,84.2,-24.0,144.0
6821,85.0,15.0,84.2,-24.0,144.0
6822,90.0,10.0,84.2,-24.0,144.0
6823,94.0,6.0,84.2,-24.0,144.0
6824,104.0,-4.0,84.2,144.0,-24.0
6825,113.0,-13.0,84.2,144.0,-24.0
6826,117.0,-17.0,91.59,151.0,-31.0
6827,126.0,-26.0,91.59,151.0,-31.0
6828,135.0,-35.0,91.59,151.0,-31.0
6829,143.0,-43.0,91.59,151.0,-31.0
6830,149.0,-49.0,91.59,151.0,-31.0
6831,157.0,-57.0,91.59,151.0,-31.0
6832,161.0,-61.0,91.59,151.0,-31.0
6833,168.0,-68.0,91.59,151.0,-31.0
6834,171.0,-71.0,91.59,151.0,-31.0
6835,176.0,-76.0,91.59,151.0,-31.0
6836,175.0,-75.0,91.59,151.0,-31.0
6837,180.0,-80.0,91.59,151.0,-31.0
6838,184.0,-84.0,91.59,151.0,-31.0
6839,185.0,-85.0,91.59,151.0,-31.0
6840,184.0,-84.0,91.59,151.0,-31.0
6841,188.0,-88.0,91.59,151.0,-31.0
6842,182.0,-82.0,91.59,151.0,-31.0
6843,178.0,-78.0,91.59,151.0,-31.0
6844,175.0,-75.0,91.59,151.0,-31.0
6845,169.0,-69.0,91.59,151.0,-31.0
6846,164.0,-64.0,91.59,151.0,-31.0
6847,160.0,-60.0,91.59,151.0,-31.0
6848,155.0,-55.0,91.59,151.0,-31.0
6849,146.0,-46.0,97.24,157.0,-37.0
6850,139.0,-39.0,97.24,157.0,-37.0
6851,134.0,-34.0,97.24,157.0,-37.0
6852,123.0,-23.0,97.24,157.0,-37.0
6853,120.0,-20.0,97.24,157.0,-37.0
6854,119.0,-19.0,97.24,157.0,-37.0
6855,111.0,-11.0,97.24,157.0,-37.0
6856,105.0,-5.0,97.24,157.0,-37.0
6857,99.0,1.0,97.24,-37.0,157.0
6858,93.0,7.0,97.24,-37.0,157.0
6859,84.0,16.0,97.24,-37.0,157.0
6860,80.0,20.0,97.24,-37.0,157.0
6861,73.0,27.0,97.24,-37.0,157.0
6862,65.0,35.0,97.24,-37.0,157.0
6863,61.0,39.0,97.24,-37.0,157.0
6864,58.0,42.0,97.24,-37.0,157.0
6865,57.0,43.0,97.24,-37.0,157.0
6866,59.0,41.0,97.24,-37.0,157.0
6867,61.0,39.0,97.24,-37.0,157.0
6868,67.0,33.0,97.24,-37.0,157.0
6869,66.0,34.0,97.24,-37.0,157.0
6870,69.0,31.0,97.24,-37.0,157.0
6871,74.0,26.0,97.24,-37.0,157.0
6872,80.0,20.0,97.24,-37.0,157.0
6873,84.0,16.0,87.73,-27.0,147.0
6874,90.0,10.0,87.73,-27.0,147.0
6875,97.0,3.0,87.73,-27.0,147.0
6876,102.0,-2.0,87.73,147.0,-27.0
6877,108.0,-8.0,87.73,147.0,-27.0
6878,117.0,-17.0,87.73,147.0,-27.0
6879,122.0,-22.0,87.73,147.0,-27.0
6880,128.0,-28.0,87.73,147.0,-27.0
6881,137.0,-37.0,87.73,147.0,-27.0
6882,142.0,-42.0,87.73,147.0,-27.0
6883,147.0,-47.0,87.73,147.0,-27.0
6884,149.0,-49.0,87.73,147.0,-27.0
6885,149.0,-49.0,87.73,147.0,-27.0
6886,156.0,-56.0,87.73,147.0,-27.0
6887,156.0,-56.0,87.73,147.0,-27.0
6888,154.0,-54.0,87.73,147.0,-27.0
6889,159.0,-59.0,87.73,147.0,-27.0
6890,158.0,-58.0,87.73,147.0,-27.0
6891,158.0,-58.0,87.73,147.0,-27.0
6892,157.0,-57.0,87.73,147.0,-27.0
6893,153.0,-53.0,87.73,147.0,-27.0
6894,152.0,-52.0,87.73,147.0,-27.0
6895,147.0,-47.0,87.73,147.0,-27.0
6896,142.0,-42.0,87.73,147.0,-27.0
6897,140.0,-40.0,100.44,160.0,-40.0
6898,132.0,-32.0,100.44,160.0,-40.0
6899,125.0,-25.0,100.44,160.0,-40.0
6900,117.0,-17.0,100.44,160.0,-40.0
6901,110.0,-10.0,100.44,160.0,-40.0
6902,108.0,-8.0,100.44,160.0,-40.0
6903,97.0,3.0,100.44,-40.0,160.0
6904,90.0,10.0,100.44,-40.0,160.0
6905,84.0,16.0,100.44,-40.0,160.0
6906,79.0,21.0,100.44,-40.0,160.0
6907,70.0,30.0,100.44,-40.0,160.0
6908,66.0,34.0,100.44,-40.0,160.0
6909,60.0,40.0,100.44,-40.0,160.0
6910,60.0,40.0,100.44,-40.0,160.0
6911,57.0,43.0,100.44,-40.0,160.0
6912,55.0,45.0,100.44,-40.0,160.0
6913,60.0,40.0,100.44,-40.0,160.0
6914,58.0,42.0,100.44,-40.0,160.0
6915,57.0,43.0,100.44,-40.0,160.0
6916,59.0,41.0,100.44,-40.0,160.0
6917,66.0,34.0,100.44,-40.0,160.0
6918,71.0,29.0,100.44,-40.0,160.0
6919,79.0,21.0,100.44,-40.0,160.0
6920,87.0,13.0,100.44,-40.0,160.0
6921,94.0,6.0,90.02,-30.0,150.0
6922,95.0,5.0,90.02,-30.0,150.0
6923,103.0,-3.0,90.02,150.0,-30.0
6924,107.0,-7.0,90.02,150.0,-30.0
6925,121.0,-21.0,90.02,150.0,-30.0
6926,127.0,-27.0,90.02,150.0,-30.0
6927,144.0,-44.0,90.02,150.0,-30.0
6928,154.0,-54.0,90.02,150.0,-30.0
6929,164.0,-64.0,90.02,150.0,-30.0
6930,174.0,-74.0,90.02,150.0,-30.0
6931,179.0,-79.0,90.02,150.0,-30.0
6932,185.0,-85.0,90.02,150.0,-30.0
6933,186.0,-86.0,90.02,150.0,-30.0
6934,192.0,-92.0,90.02,150.0,-30.0
6935,193.0,-93.0,90.02,150.0,-30.0
6936,188.0,-88.0,90.02,150.0,-30.0
6937,188.0,-88.0,90.02,150.0,-30.0
6938,181.0,-81.0,90.02,150.0,-30.0
6939,173.0,-73.0,90.02,150.0,-30.0
6940,169.0,-69.0,90.02,150.0,-30.0
6941,159.0,-59.0,90.02,150.0,-30.0
6942,160.0,-60.0,90.02,150.0,-30.0
6943,150.0,-50.0,90.02,150.0,-30.0
6944,145.0,-45.0,100.59,160.0,-40.0
6945,141.0,-41.0,100.59,160.0,-40.0
6946,133.0,-33.0,100.59,160.0,-40.0
6947,123.0,-23.0,100.59,160.0,-40.0
6948,117.0,-17.0,100.59,160.0,-40.0
6949,113.0,-13.0,100.59,160.0,-40.0
6950,105.0,-5.0,100.59,160.0,-40.0
6951,97.0,3.0,100.59,-40.0,160.0
6952,94.0,6.0,100.59,-40.0,160.0
6953,86.0,14.0,100.59,-40.0,160.0
6954,84.0,16.0,100.59,-40.0,160.0
6955,80.0,20.0,100.59,-40.0,160.0
6956,72.0,28.0,100.59,-40.0,160.0
6957,65.0,35.0,100.59,-40.0,160.0
6958,63.0,37.0,100.59,-40.0,160.0
6959,57.0,43.0,100.59,-40.0,160.0
6960,57.0,43.0,100.59,-40.0,160.0
6961,57.0,43.0,100.59,-40.0,160.0
6962,60.0,40.0,100.59,-40.0,160.0
6963,60.0,40.0,100.59,-40.0,160.0
6964,59.0,41.0,100.59,-40.0,160.0
6965,59.0,41.0,100.59,-40.0,160.0
6966,63.0,37.0,100.59,-40.0,160.0
6967,65.0,35.0,100.59,-40.0,160.0
6968,71.0,29.0,87.53,-27.0,147.0
6969,78.0,22.0,87.53,-27.0,147.0
6970,83.0,17.0,87.53,-27.0,147.0
6971,87.0,13.0,87.53,-27.0,147.0
6972,92.0,8.0,87.53,-27.0,147.0
6973,93.0,7.0,87.53,-27.0,147.0
6974,97.0,3.0,87.53,-27.0,147.0
6975,102.0,-2.0,87.53,147.0,-27.0
6976,104.0,-4.0,87.53,147.0,-27.0
6977,115.0,-15.0,87.53,147.0,-27.0
6978,123.0,-23.0,87.53,147.0,-27.0
6979,128.0,-28.0,87.53,147.0,-27.0
6980,140.0,-40.0,87.53,147.0,-27.0
6981,144.0,-44.0,87.53,147.0,-27.0
6982,149.0,-49.0,87.53,147.0,-27.0
6983,152.0,-52.0,87.53,147.0,-27.0
6984,150.0,-50.0,87.53,147.0,-27.0
6985,153.0,-53.0,87.53,147.0,-27.0
6986,152.0,-52.0,87.53,147.0,-27.0
6987,155.0,-55.0,87.53,147.0,-27.0
6988,150.0,-50.0,87.53,147.0,-27.0
6989,153.0,-53.0,87.53,147.0,-27.0
6990,151.0,-51.0,87.53,147.0,-27.0
6991,149.0,-49.0,87.53,147.0,-27.0
6992,147.0,-47.0,103.65,163.0,-43.0
6993,142.0,-42.0,103.65,163.0,-43.0
6994,139.0,-39.0,103.65,163.0,-43.0
6995,133.0,-33.0,103.65,163.0,-43.0
6996,127.0,-27.0,103.65,163.0,-43.0
6997,125.0,-25.0,103.65,163.0,-43.0
6998,120.0,-20.0,103.65,163.0,-43.0
6999,114.0,-14.0,103.65,163.0,-43.0
7000,99.0,1.0,103.65,-43.0,163.0
7001,95.0,5.0,103.65,-43.0,163.0
7002,97.0,3.0,103.65,-43.0,163.0
7003,85.0,15.0,103.65,-43.0,163.0
7004,78.0,22.0,103.65,-43.0,163.0
7005,74.0,26.0,103.65,-43.0,163.0
7006,73.0,27.0,103.65,-43.0,163.0
7007,68.0,32.0,103.65,-43.0,163.0
7008,69.0,31.0,103.65,-43.0,163.0
7009,68.0,32.0,103.65,-43.0,163.0
7010,68.0,32.0,103.65,-43.0,163.0
7011,64.0,36.0,103.65,-43.0,163.0
7012,70.0,30.0,103.65,-43.0,163.0
7013,71.0,29.0,103.65,-43.0,163.0
7014,79.0,21.0,103.65,-43.0,163.0
7015,78.0,22.0,103.65,-43.0,163.0
7016,81.0,19.0,89.0,-28.0,148.0
7017,84.0,16.0,89.0,-28.0,148.0
7018,84.0,16.0,89.0,-28.0,148.0
7019,90.0,10.0,89.0,-28.0,148.0
7020,95.0,5.0,89.0,-28.0,148.0
7021,102.0,-2.0,89.0,148.0,-28.0
7022,105.0,-5.0,89.0,148.0,-28.0
7023,106.0,-6.0,89.0,148.0,-28.0
7024,111.0,-11.0,89.0,148.0,-28.0
7025,112.0,-12.0,89.0,148.0,-28.0
7026,115.0,-15.0,89.0,148.0,-28.0
7027,123.0,-23.0,89.0,148.0,-28.0
7028,126.0,-26.0,89.0,148.0,-28.0
7029,129.0,-29.0,89.0,148.0,-28.0
7030,127.0,-27.0,89.0,148.0,-28.0
7031,123.0,-23.0,89.0,148.0,-28.0
7032,124.0,-24.0,89.0,148.0,-28.0
7033,124.0,-24.0,89.0,148.0,-28.0
7034,119.0,-19.0,89.0,148.0,-28.0
7035,120.0,-20.0,89.0,148.0,-28.0
7036,120.0,-20.0,89.0,148.0,-28.0
7037,117.0,-17.0,89.0,148.0,-28.0
7038,117.0,-17.0,89.0,148.0,-28.0
7039,117.0,-17.0,99.85,159.0,-39.0
7040,112.0,-12.0,99.85,159.0,-39.0
7041,108.0,-8.0,99.85,159.0,-39.0
7042,107.0,-7.0,99.85,159.0,-39.0
7043,104.0,-4.0,99.85,159.0,-39.0
7044,98.0,2.0,99.85,-39.0,159.0
7045,96.0,4.0,99.85,-39.0,159.0
7046,90.0,10.0,99.85,-39.0,159.0
7047,86.0,14.0,99.85,-39.0,159.0
7048,81.0,19.0,99.85,-39.0,159.0
7049,80.0,20.0,99.85,-39.0,159.0
7050,73.0,27.0,99.85,-39.0,159.0
7051,68.0,32.0,99.85,-39.0,159.0
7052,65.0,35.0,99.85,-39.0,159.0
7053,61.0,39.0,99.85,-39.0,159.0
7054,60.0,40.0,99.85,-39.0,159.0
7055,56.0,44.0,99.85,-39.0,159.0
7056,59.0,41.0,99.85,-39.0,159.0
7057,61.0,39.0,99.85,-39.0,159.0
7058,62.0,38.0,99.85,-39.0,159.0
7059,67.0,33.0,99.85,-39.0,159.0
7060,70.0,30.0,99.85,-39.0,159.0
7061,78.0,22.0,99.85,-39.0,159.0
7062,82.0,18.0,99.85,-39.0,159.0
7063,88.0,12.0,99.85,-39.0,159.0
7064,92.0,8.0,93.73,-33.0,153.0
7065,101.0,-1.0,93.73,153.0,-33.0
7066,109.0,-9.0,93.73,153.0,-33.0
